['.', '()', '().', '(())', '(()).', '(()())', '(()()).']
['.', '()', '(.)', '()()', '()().', '(.()).', '()().()']
['.', '()', '(.)', '()()', '()().', '(.()).', '()()...']
['.', '()', '(.)', '()()', '()().', '(.()).', '()(.())']
['.', '()', '(.)', '()()', '()().', '(.()).', '()(...)']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.()())']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.())()']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.())..']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.().).']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.()..)']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.)(())']
['.', '()', '(.)', '()()', '()().', '(.()).', '(.)(..)']
['.', '()', '(.)', '()()', '()().', '(.()).', '.(()())']
['.', '()', '(.)', '()()', '()().', '(.().)', '()().()']
['.', '()', '(.)', '()()', '()().', '(.().)', '(.()())']
['.', '()', '(.)', '()()', '()().', '(.().)', '(.())()']
['.', '()', '(.)', '()()', '()().', '(.().)', '(.()..)']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '()((.))']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '()().()']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '(.())()']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '(.)(())']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '()()', '()().', '(.)(.)', '(..(.))']
['.', '()', '(.)', '()()', '()().', '.(()).', '((()).)']
['.', '()', '(.)', '()()', '()().', '.(()).', '((().))']
['.', '()', '(.)', '()()', '()().', '.(()).', '()()().']
['.', '()', '(.)', '()()', '()().', '.(()).', '()()(.)']
['.', '()', '(.)', '()()', '()().', '.(()).', '()().()']
['.', '()', '(.)', '()()', '()().', '.(()).', '()()...']
['.', '()', '(.)', '()()', '()().', '.(()).', '()(.())']
['.', '()', '(.)', '()()', '()().', '.(()).', '()(...)']
['.', '()', '(.)', '()()', '()().', '.(()).', '(.()())']
['.', '()', '(.)', '()()', '()().', '.(()).', '.(()())']
['.', '()', '(.)', '()()', '()().', '.(()).', '.(())()']
['.', '()', '(.)', '()()', '()().', '.(()).', '.(())..']
['.', '()', '(.)', '()()', '()().', '.(()).', '.(().).']
['.', '()', '(.)', '()()', '()().', '.(()).', '.(()..)']
['.', '()', '(.)', '()()', '()().', '.(().)', '((().))']
['.', '()', '(.)', '()()', '()().', '.(().)', '()().()']
['.', '()', '(.)', '()()', '()().', '.(().)', '.(()())']
['.', '()', '(.)', '()()', '()().', '.(().)', '.(())()']
['.', '()', '(.)', '()()', '()().', '.(().)', '.(().).']
['.', '()', '(.)', '()()', '()().', '.(().)', '.(()..)']
['.', '()', '(.)', '()()', '()(.)', '()()()', '()()().']
['.', '()', '(.)', '()()', '()(.)', '()()()', '()()(.)']
['.', '()', '(.)', '()()', '()(.)', '()()()', '()(.())']
['.', '()', '(.)', '()()', '()(.)', '()()()', '()(.)()']
['.', '()', '(.)', '()()', '()(.)', '()()()', '(.()())']
['.', '()', '(.)', '()()', '()(.)', '()()()', '(.)(())']
['.', '()', '(.)', '()()', '()(.)', '()()()', '.(()())']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '(((.)))']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '()()(.)']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '()(.())']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '()(.)()']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '()(.)..']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '()(...)']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '(.(.)).']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '(.(.).)']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '.((.)).']
['.', '()', '(.)', '()()', '()(.)', '()(.).', '.((.).)']
['.', '()', '(.)', '()()', '()(.)', '()(..)', '()(.)()']
['.', '()', '(.)', '()()', '()(.)', '()(..)', '()(..).']
['.', '()', '(.)', '()()', '()(.)', '()(..)', '()(...)']
['.', '()', '(.)', '()()', '()(.)', '()(..)', '(.(..))']
['.', '()', '(.)', '()()', '()(.)', '()(..)', '.((..))']
['.', '()', '(.)', '()()', '()(.)', '(.(.))', '()(.)()']
['.', '()', '(.)', '()()', '()(.)', '(.(.))', '(.(.).)']
['.', '()', '(.)', '()()', '()(.)', '.((.))', '(((.)))']
['.', '()', '(.)', '()()', '()(.)', '.((.))', '()(.)()']
['.', '()', '(.)', '()()', '()(.)', '.((.))', '.((.)).']
['.', '()', '(.)', '()()', '()(.)', '.((.))', '.((.).)']
['.', '()', '(.)', '()()', '(.())', '()()()', '()()().']
['.', '()', '(.)', '()()', '(.())', '()()()', '()()(.)']
['.', '()', '(.)', '()()', '(.())', '()()()', '()(.())']
['.', '()', '(.)', '()()', '(.())', '()()()', '(.()())']
['.', '()', '(.)', '()()', '(.())', '()()()', '(.)(())']
['.', '()', '(.)', '()()', '(.())', '()()()', '.(()())']
['.', '()', '(.)', '()()', '(.())', '(.().)', '(.()..)']
['.', '()', '(.)', '()()', '(.)()', '()(())', '()(().)']
['.', '()', '(.)', '()()', '(.)()', '()(())', '(.)()()']
['.', '()', '(.)', '()()', '(.)()', '()()()', '()()().']
['.', '()', '(.)', '()()', '(.)()', '()()()', '()()(.)']
['.', '()', '(.)', '()()', '(.)()', '()()()', '()(.())']
['.', '()', '(.)', '()()', '(.)()', '()()()', '(.()())']
['.', '()', '(.)', '()()', '(.)()', '()()()', '(.)(())']
['.', '()', '(.)', '()()', '(.)()', '()()()', '(.)()()']
['.', '()', '(.)', '()()', '(.)()', '()()()', '.(()())']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '()(().)']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '()()(.)']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(.(()))']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(.)(())']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(.)()()']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(.)()..']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(.)(..)']
['.', '()', '(.)', '()()', '(.)()', '(.)().', '(..().)']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)', '()((.))']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)', '(.)()()']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '()()', '(.)()', '(.)(.)', '(..(.))']
['.', '()', '(.)', '()()', '(.)()', '(..())', '(.)()()']
['.', '()', '(.)', '()()', '(.)()', '(..())', '(..()).']
['.', '()', '(.)', '()()', '(.)()', '(..())', '(..().)']
['.', '()', '(.)', '()()', '.(())', '((()))', '((())).']
['.', '()', '(.)', '()()', '.(())', '((()))', '((()).)']
['.', '()', '(.)', '()()', '.(())', '((()))', '.(())()']
['.', '()', '(.)', '()()', '.(())', '()()()', '()()().']
['.', '()', '(.)', '()()', '.(())', '()()()', '()()(.)']
['.', '()', '(.)', '()()', '.(())', '()()()', '()(.())']
['.', '()', '(.)', '()()', '.(())', '()()()', '(.()())']
['.', '()', '(.)', '()()', '.(())', '()()()', '(.)(())']
['.', '()', '(.)', '()()', '.(())', '()()()', '.(()())']
['.', '()', '(.)', '()()', '.(())', '()()()', '.(())()']
['.', '()', '(.)', '()()', '.(())', '.(()).', '((()).)']
['.', '()', '(.)', '()()', '.(())', '.(()).', '()()(.)']
['.', '()', '(.)', '()()', '.(())', '.(()).', '.(()())']
['.', '()', '(.)', '()()', '.(())', '.(()).', '.(())()']
['.', '()', '(.)', '()()', '.(())', '.(()).', '.(())..']
['.', '()', '(.)', '()()', '.(())', '.(()).', '.(()..)']
['.', '()', '(.)', '()()', '.(())', '.(().)', '((().))']
['.', '()', '(.)', '()()', '.(())', '.(().)', '.(())()']
['.', '()', '(.)', '()()', '.(())', '.(().)', '.(().).']
['.', '()', '(.)', '()()', '.(())', '.(().)', '.(()..)']
['.', '()', '(.)', '(.).', '()(.)', '()(())', '()(()).']
['.', '()', '(.)', '(.).', '()(.)', '()(())', '()(().)']
['.', '()', '(.)', '(.).', '()(.)', '()(())', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '()(())', '(.(()))']
['.', '()', '(.)', '(.).', '()(.)', '()(())', '.((()))']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '(((.)))']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '()(().)']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '()(.())']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '()(.)..']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '()(...)']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '(.(.)).']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '(.(.).)']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '(.).(.)']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '.((.)).']
['.', '()', '(.)', '(.).', '()(.)', '()(.).', '.((.).)']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '()((.))']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '()(..).']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '()(...)']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '(.(..))']
['.', '()', '(.)', '(.).', '()(.)', '()(..)', '.((..))']
['.', '()', '(.)', '(.).', '()(.)', '(.(.))', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '(.(.))', '(.(.).)']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '()(.())']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '(.()())']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '(.)(())']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '(.).().']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '(.).(.)']
['.', '()', '(.)', '(.).', '()(.)', '(.).()', '(...())']
['.', '()', '(.)', '(.).', '()(.)', '.((.))', '(((.)))']
['.', '()', '(.)', '(.).', '()(.)', '.((.))', '()(.)()']
['.', '()', '(.)', '(.).', '()(.)', '.((.))', '.((.)).']
['.', '()', '(.)', '(.).', '()(.)', '.((.))', '.((.).)']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.()())']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.())()']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.())..']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.()..)']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.(..))']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(.).(.)']
['.', '()', '(.)', '(.).', '(.())', '(.()).', '(..(.))']
['.', '()', '(.)', '(.).', '(.())', '(.().)', '(.())()']
['.', '()', '(.)', '(.).', '(.())', '(.().)', '(.().).']
['.', '()', '(.)', '(.).', '(.())', '(.().)', '(.()..)']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '()(.())']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '(.()())']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '(.())()']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '(.)(())']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '(.).().']
['.', '()', '(.)', '(.).', '(.())', '(.).()', '(.).(.)']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '()(()).']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '()(().)']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '()((.))']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '()(.())']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '(.(()))']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '()(())', '.((()))']
['.', '()', '(.)', '(.).', '(.)()', '(.().)', '(.().).']
['.', '()', '(.)', '(.).', '(.)()', '(.().)', '(.()..)']
['.', '()', '(.)', '(.).', '(.)()', '(.().)', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(.().)', '(..()).']
['.', '()', '(.)', '(.).', '(.)()', '(.().)', '(..().)']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))', '(.(.)).']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))', '(..()).']
['.', '()', '(.)', '(.).', '(.)()', '(.(.))', '(..().)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '()(().)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.(()))']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.()..)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.)(())']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.)()..']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.)(..)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(.).(.)']
['.', '()', '(.)', '(.).', '(.)()', '(.)().', '(..().)']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)', '()((.))']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '(.).', '(.)()', '(.)(.)', '(..(.))']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '()(.())']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(.()())']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(.)(())']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(.).().']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(.).(.)']
['.', '()', '(.)', '(.).', '(.)()', '(.).()', '(...())']
['.', '()', '(.)', '(.).', '(.)()', '(..())', '(.)()()']
['.', '()', '(.)', '(.).', '(.)()', '(..())', '(..()).']
['.', '()', '(.)', '(.).', '(.)()', '(..())', '(..().)']
['.', '()', '(.)', '(.).', '(.)()', '(..())', '(..(.))']
['.', '()', '(.)', '(.).', '(.)()', '(..())', '(...())']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '()((.))']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '()(.())']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '()(..).']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '()(...)']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '(.(..))']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '()(..)', '.((..))']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.()())']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.().).']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.()..)']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.(.)).']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)..', '(.().)', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))', '(.().).']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))', '(.()..)']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))', '(.(.)).']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)..', '(.(.))', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '()((.))']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.()..)']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.(..))']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(())']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(.)(.)', '(..(.))']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '()(.())']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.()())']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.(..))']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.)(())']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.).().']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.).(.)']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(.).()', '(...())']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '()(...)']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.()..)']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.(.).)']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.(..))']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.)(..)']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.).(.)']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.)....']
['.', '()', '(.)', '(.).', '(.)..', '(.)...', '(.....)']
['.', '()', '(.)', '(.).', '(.)..', '(....)', '(.)..()']
['.', '()', '(.)', '(.).', '(.)..', '(....)', '(..(.))']
['.', '()', '(.)', '(.).', '(.)..', '(....)', '(...())']
['.', '()', '(.)', '(.).', '(.)..', '(....)', '(....).']
['.', '()', '(.)', '(.).', '(.)..', '(....)', '(.....)']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '()(.())']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '(.)(())']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '(.).().']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '(.).(.)']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '(...())']
['.', '()', '(.)', '(.).', '(...)', '(.).()', '(...)()']
['.', '()', '(.)', '(.).', '(...)', '(..())', '(..()).']
['.', '()', '(.)', '(.).', '(...)', '(..())', '(..().)']
['.', '()', '(.)', '(.).', '(...)', '(..())', '(...)()']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(.).(.)']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(..().)']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(...())']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(...)()']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(...)..']
['.', '()', '(.)', '(.).', '(...)', '(...).', '(.....)']
['.', '()', '(.)', '(.).', '(...)', '(....)', '(..(.))']
['.', '()', '(.)', '(.).', '(...)', '(....)', '(...)()']
['.', '()', '(.)', '(.).', '(...)', '(....)', '(....).']
['.', '()', '(.)', '(.).', '(...)', '(....)', '(.....)']
['.', '()', '(.)', '(..)', '(.)()', '()(())', '()(()).']
['.', '()', '(.)', '(..)', '(.)()', '()(())', '()(().)']
['.', '()', '(.)', '(..)', '(.)()', '()(())', '(.(()))']
['.', '()', '(.)', '(..)', '(.)()', '()(())', '(.)()()']
['.', '()', '(.)', '(..)', '(.)()', '()(())', '.((()))']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '()(().)']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(.(()))']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(.)(())']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(.)()()']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(.)()..']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(.)(..)']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(..().)']
['.', '()', '(.)', '(..)', '(.)()', '(.)().', '(..)(.)']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)', '()((.))']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)', '(.)()()']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '(..)', '(.)()', '(.)(.)', '(..(.))']
['.', '()', '(.)', '(..)', '(.)()', '(..())', '(.)()()']
['.', '()', '(.)', '(..)', '(.)()', '(..())', '(..().)']
['.', '()', '(.)', '(..)', '(.)()', '(..)()', '(.)(())']
['.', '()', '(.)', '(..)', '(.)()', '(..)()', '(.)()()']
['.', '()', '(.)', '(..)', '(.)()', '(..)()', '(..)().']
['.', '()', '(.)', '(..)', '(.)()', '(..)()', '(..)(.)']
['.', '()', '(.)', '(..)', '(.)()', '(..)()', '(...())']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '()((.))']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '(.)(())']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '(.)(.).']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '(.)(..)']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '(..(.))']
['.', '()', '(.)', '(..)', '(..).', '(.)(.)', '(..).()']
['.', '()', '(.)', '(..)', '(..).', '(..())', '(..()).']
['.', '()', '(.)', '(..)', '(..).', '(..())', '(..().)']
['.', '()', '(.)', '(..)', '(..).', '(..())', '(..).()']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(.)(())']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(..().)']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(..(.))']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(..)().']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(..)(.)']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(..).()']
['.', '()', '(.)', '(..)', '(..).', '(..)()', '(...())']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(.)(..)']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(..().)']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(..(.))']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(..)(.)']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(..).()']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(..)...']
['.', '()', '(.)', '(..)', '(..).', '(..)..', '(.....)']
['.', '()', '(.)', '(..)', '(..).', '(....)', '(..).()']
['.', '()', '(.)', '(..)', '(..).', '(....)', '(...())']
['.', '()', '(.)', '(..)', '(..).', '(....)', '(....).']
['.', '()', '(.)', '(..)', '(..).', '(....)', '(.....)']
['.', '()', '(.)', '(..)', '(...)', '(..)()', '(.)(())']
['.', '()', '(.)', '(..)', '(...)', '(..)()', '(..)().']
['.', '()', '(.)', '(..)', '(...)', '(..)()', '(..)(.)']
['.', '()', '(.)', '(..)', '(...)', '(..)()', '(...())']
['.', '()', '(.)', '(..)', '(...)', '(..)()', '(...)()']
['.', '()', '(.)', '(..)', '(...)', '(...).', '(..)(.)']
['.', '()', '(.)', '(..)', '(...)', '(...).', '(...())']
['.', '()', '(.)', '(..)', '(...)', '(...).', '(...)()']
['.', '()', '(.)', '(..)', '(...)', '(...).', '(...)..']
['.', '()', '(.)', '(..)', '(...)', '(...).', '(.....)']
['.', '()', '(.)', '(..)', '(...)', '(....)', '(...)()']
['.', '()', '(.)', '(..)', '(...)', '(....)', '(....).']
['.', '()', '(.)', '(..)', '(...)', '(....)', '(.....)']
['.', '()', '.()', '(())', '(()).', '(()())', '(()().)']
['.', '()', '.()', '(())', '(()).', '(())()', '(())().']
['.', '()', '.()', '(())', '(()).', '(())()', '(())(.)']
['.', '()', '.()', '(())', '(()).', '(())()', '(()).()']
['.', '()', '.()', '(())', '(()).', '(())()', '(().())']
['.', '()', '.()', '(())', '(()).', '(())()', '.()(())']
['.', '()', '.()', '(())', '(()).', '(())..', '(()(.))']
['.', '()', '.()', '(())', '(()).', '(())..', '(())(.)']
['.', '()', '.()', '(())', '(()).', '(())..', '(()).()']
['.', '()', '.()', '(())', '(()).', '(())..', '(())...']
['.', '()', '.()', '(())', '(()).', '(())..', '(()...)']
['.', '()', '.()', '(())', '(()).', '(())..', '.()(..)']
['.', '()', '.()', '(())', '(()).', '(()..)', '(()).()']
['.', '()', '.()', '(())', '(()).', '(()..)', '(().())']
['.', '()', '.()', '(())', '(()).', '(()..)', '(()...)']
['.', '()', '.()', '(())', '(()).', '.()(.)', '(()(.))']
['.', '()', '.()', '(())', '(()).', '.()(.)', '(()).()']
['.', '()', '.()', '(())', '(()).', '.()(.)', '()((.))']
['.', '()', '.()', '(())', '(()).', '.()(.)', '.()(())']
['.', '()', '.()', '(())', '(()).', '.()(.)', '.()(.).']
['.', '()', '.()', '(())', '(()).', '.()(.)', '.()(..)']
['.', '()', '.()', '(())', '(()).', '.()(.)', '.(.(.))']
['.', '()', '.()', '(())', '(().)', '(())()', '(())().']
['.', '()', '.()', '(())', '(().)', '(())()', '(())(.)']
['.', '()', '.()', '(())', '(().)', '(())()', '(().())']
['.', '()', '.()', '(())', '(().)', '(())()', '.()(())']
['.', '()', '.()', '(())', '(().)', '(()..)', '(()...)']
['.', '()', '.()', '(())', '.()()', '(()())', '(()()).']
['.', '()', '.()', '(())', '.()()', '(()())', '(()().)']
['.', '()', '.()', '(())', '.()()', '(()())', '.()()()']
['.', '()', '.()', '(())', '.()()', '(())()', '(())().']
['.', '()', '.()', '(())', '.()()', '(())()', '(())(.)']
['.', '()', '.()', '(())', '.()()', '(())()', '(().())']
['.', '()', '.()', '(())', '.()()', '(())()', '.()(())']
['.', '()', '.()', '(())', '.()()', '(())()', '.()()()']
['.', '()', '.()', '(())', '.()()', '()(())', '()(()).']
['.', '()', '.()', '(())', '.()()', '()(())', '()(().)']
['.', '()', '.()', '(())', '.()()', '()(())', '(.(()))']
['.', '()', '.()', '(())', '.()()', '()(())', '.((()))']
['.', '()', '.()', '(())', '.()()', '()(())', '.()()()']
['.', '()', '.()', '(())', '.()()', '.()().', '(()().)']
['.', '()', '.()', '(())', '.()()', '.()().', '(())(.)']
['.', '()', '.()', '(())', '.()()', '.()().', '()(().)']
['.', '()', '.()', '(())', '.()()', '.()().', '.((()))']
['.', '()', '.()', '(())', '.()()', '.()().', '.()(())']
['.', '()', '.()', '(())', '.()()', '.()().', '.()()()']
['.', '()', '.()', '(())', '.()()', '.()().', '.()()..']
['.', '()', '.()', '(())', '.()()', '.()().', '.()(..)']
['.', '()', '.()', '(())', '.()()', '.()().', '.(.().)']
['.', '()', '.()', '(())', '.()()', '.()(.)', '(()(.))']
['.', '()', '.()', '(())', '.()()', '.()(.)', '()((.))']
['.', '()', '.()', '(())', '.()()', '.()(.)', '.()()()']
['.', '()', '.()', '(())', '.()()', '.()(.)', '.()(.).']
['.', '()', '.()', '(())', '.()()', '.()(.)', '.()(..)']
['.', '()', '.()', '(())', '.()()', '.()(.)', '.(.(.))']
['.', '()', '.()', '(())', '.()()', '.(.())', '((.()))']
['.', '()', '.()', '(())', '.()()', '.(.())', '.()()()']
