['.', '()', '().', '(())', '(()).', '(()())']
['.', '..', '...', '(..)', '(...)', '(...).']
['.', '..', '...', '(..)', '(...)', '(....)']
['.', '..', '...', '(..)', '...()', '(..())']
['.', '..', '...', '(..)', '...()', '(..)()']
['.', '..', '...', '(..)', '...()', '.(.())']
['.', '..', '...', '(..)', '...()', '..(())']
['.', '..', '...', '(..)', '...()', '...().']
['.', '..', '...', '(..)', '...()', '...(.)']
['.', '..', '...', '.(.)', '((.))', '((.)).']
['.', '..', '...', '.(.)', '((.))', '((.).)']
['.', '..', '...', '.(.)', '((.))', '((..))']
['.', '..', '...', '.(.)', '((.))', '(..())']
['.', '..', '...', '.(.)', '((.))', '.(.)()']
['.', '..', '...', '.(.)', '.(())', '((()))']
['.', '..', '...', '.(.)', '.(())', '.(()).']
['.', '..', '...', '.(.)', '.(())', '.(().)']
['.', '..', '...', '.(.)', '.(())', '.(.)()']
['.', '..', '...', '.(.)', '.(.).', '((.).)']
['.', '..', '...', '.(.)', '.(.).', '.(().)']
['.', '..', '...', '.(.)', '.(.).', '.(.())']
['.', '..', '...', '.(.)', '.(.).', '.(.)()']
['.', '..', '...', '.(.)', '.(.).', '.(.)..']
['.', '..', '...', '.(.)', '.(.).', '.(...)']
['.', '..', '...', '.(.)', '.(.).', '...(.)']
['.', '..', '...', '.(.)', '.(..)', '((..))']
['.', '..', '...', '.(.)', '.(..)', '.((.))']
['.', '..', '...', '.(.)', '.(..)', '.(.)()']
['.', '..', '...', '.(.)', '.(..)', '.(..).']
['.', '..', '...', '.(.)', '.(..)', '.(...)']
['.', '..', '...', '.(.)', '...()', '(..())']
['.', '..', '...', '.(.)', '...()', '.(.())']
['.', '..', '...', '.(.)', '...()', '.(.)()']
['.', '..', '...', '.(.)', '...()', '..(())']
['.', '..', '...', '.(.)', '...()', '...().']
['.', '..', '...', '.(.)', '...()', '...(.)']
['.', '..', '...', '..()', '(.())', '((()))']
['.', '..', '...', '..()', '(.())', '(.()).']
['.', '..', '...', '..()', '(.())', '(.().)']
['.', '..', '...', '..()', '(.())', '(.(.))']
['.', '..', '...', '..()', '(.())', '(..())']
['.', '..', '...', '..()', '(.())', '..()()']
['.', '..', '...', '..()', '.(())', '((()))']
['.', '..', '...', '..()', '.(())', '.(()).']
['.', '..', '...', '..()', '.(())', '.(().)']
['.', '..', '...', '..()', '.(())', '.((.))']
['.', '..', '...', '..()', '.(())', '.(.())']
['.', '..', '...', '..()', '.(())', '..()()']
['.', '..', '...', '..()', '..().', '(.().)']
['.', '..', '...', '..()', '..().', '.(().)']
['.', '..', '...', '..()', '..().', '..(())']
['.', '..', '...', '..()', '..().', '..()()']
['.', '..', '...', '..()', '..().', '..()..']
['.', '..', '...', '..()', '..().', '..(..)']
['.', '..', '...', '..()', '..().', '...(.)']
['.', '..', '...', '..()', '..(.)', '(.(.))']
['.', '..', '...', '..()', '..(.)', '.((.))']
['.', '..', '...', '..()', '..(.)', '..()()']
['.', '..', '...', '..()', '..(.)', '..(.).']
['.', '..', '...', '..()', '..(.)', '..(..)']
['.', '..', '...', '..()', '...()', '(..())']
['.', '..', '...', '..()', '...()', '.(.())']
['.', '..', '...', '..()', '...()', '..(())']
['.', '..', '...', '..()', '...()', '..()()']
['.', '..', '...', '..()', '...()', '...().']
['.', '..', '...', '..()', '...()', '...(.)']
['.', '..', '...', '....', '(...)', '((..))']
['.', '..', '...', '....', '(...)', '(.(.))']
['.', '..', '...', '....', '(...)', '(..())']
['.', '..', '...', '....', '(...)', '(...).']
['.', '..', '...', '....', '(...)', '(....)']
['.', '..', '...', '....', '(...)', '....()']
['.', '..', '...', '....', '.(..)', '((..))']
['.', '..', '...', '....', '.(..)', '.((.))']
['.', '..', '...', '....', '.(..)', '.(.())']
['.', '..', '...', '....', '.(..)', '.(..).']
['.', '..', '...', '....', '.(..)', '.(...)']
['.', '..', '...', '....', '.(..)', '....()']
['.', '..', '...', '....', '..(.)', '(.(.))']
['.', '..', '...', '....', '..(.)', '.((.))']
['.', '..', '...', '....', '..(.)', '..(())']
['.', '..', '...', '....', '..(.)', '..(.).']
['.', '..', '...', '....', '..(.)', '..(..)']
['.', '..', '...', '....', '..(.)', '....()']
['.', '..', '...', '....', '...()', '(..())']
['.', '..', '...', '....', '...()', '.(.())']
['.', '..', '...', '....', '...()', '..(())']
['.', '..', '...', '....', '...()', '...().']
['.', '..', '...', '....', '...()', '...(.)']
['.', '..', '...', '....', '...()', '....()']
['.', '..', '...', '....', '.....', '(....)']
['.', '..', '...', '....', '.....', '.(...)']
['.', '..', '...', '....', '.....', '..(..)']
['.', '..', '...', '....', '.....', '...(.)']
['.', '..', '...', '....', '.....', '....()']
['.', '..', '...', '....', '.....', '......']
